gene	tpm
YBR057C	18.4174
YBR058C	27.63080034533
YBR058C-A	66.0673
YBR059C	26.2864
YBR060C	14.02681
YBR061C	30.4167
YBR062C	25.029
YBR063C	11.48929
YBR064W	0
YBR065C	7.10524
YBR066C	11.730682
YBR067C	174.0715
YBR068C	128.99500000032
YBR069C	97.8502
YBR070C	22.0855
YBR071W	31.0836
YBR072C-A	1.45591
YBR072W	14.9834
YBR073W	30.0575
YBR074W	37.9965
YBR076C-A	4.63713
YBR076W	0
YBR077C	23.8524
YBR078W	521.2335
YBR079C	103.355045
YBR080C	43.0804
YBR081C	13.7813
YBR082C	183.0097
YBR083W	24.0331
YBR084C-A	1350.736
YBR084W	107.48122
YBR085C-A	79.6799
YBR085W	10.51464
YBR086C	82.26372
YBR087W	25.3587
YBR088C	86.1522
YBR089C-A	39.10349021
YBR089W	6.6226
YBR090C	10.2053
YBR091C	24.53024
YBR092C	142.535
YBR093C	4.20853
YBR094W	17.224034
YBR095C	15.52894
YBR096W	69.1585
YBR097W	9.30225
YBR098W	3.503109
YBR099C	0
YBR101C	57.9073
YBR102C	11.2081
YBR103C-A	1.06165
YBR103W	11.138617
YBR104W	23.74541
YBR105C	35.1254
YBR106W	278.8045
YBR107C	9.78789
YBR108W	6.363358
YBR109C	188.0081
YBR109W-A	0.131981
YBR110W	30.5535
YBR111C	85.6854
YBR111W-A	17.31298
YBR112C	20.77457
YBR113W	16.7154
YBR114W	12.72444
YBR115C	48.406
YBR116C	2.16868
YBR117C	3.63757
YBR118W	7262.13
YBR119W	6.72863
YBR120C	8.806897
YBR121C	202.777
YBR121C-A	127.486
YBR122C	47.8784
YBR123C	9.08864
YBR124W	2.3731
YBR125C	19.077113929
YBR126C	71.6119
YBR126W-A	236.961
YBR126W-B	124.0784
YBR127C	438.588
YBR128C	2.706720938261
YBR129C	19.50155
YBR130C	26.1353
YBR131C-A	0
YBR131W	8.05104
YBR132C	12.63116
YBR133C	22.74616
YBR134W	0.425639
YBR135W	54.7085
YBR136W	9.68106
YBR137W	25.82139
YBR138C	3.53034
YBR139W	30.673
YBR140C	25.002
YBR141C	11.2399
YBR141W-A	2.39489
YBR142W	39.4584000051986
YBR143C	187.3742
YBR144C	1.66534
YBR145W	11.30612
YBR146W	43.7677
YBR147W	1.057624
YBR148W	0.921998
YBR149W	82.2576
YBR150C	7.32729
YBR151W	95.701
YBR152W	5.91665
YBR153W	17.67835
YBR154C	84.08912
YBR155W	23.84951
YBR156C	6.36433
YBR157C	25.27751
YBR158W	137.1807
YBR159W	91.6315
YBR160W	27.84484
YBR161W	11.94512
YBR162C	264.119
YBR162W-A	68.82383
YBR163W	12.2653133
YBR164C	53.3478
YBR165W	18.22563
YBR166C	25.9350000002181
YBR167C	12.16655
YBR168W	10.0133
YBR169C	15.57856
YBR170C	23.95258
YBR171W	67.2259
YBR172C	25.6881
YBR173C	91.1228
YBR174C	0
YBR175W	22.76156
YBR176W	12.62541
YBR177C	36.602
YBR178W	0.889773
YBR179C	11.7292
YBR180W	1.70633
YBR181C	1198.9093
YBR182C	4.26665
YBR182C-A	4.36815
YBR183W	9.56122
YBR184W	2.08304
YBR185C	18.42118
YBR186W	1.36437
YBR187W	54.98114
YBR188C	21.3802
YBR189W	1914.7126
YBR190W	0.154157
YBR191W	1737.5192
YBR191W-A	94.4087
YBR192W	17.26294
YBR193C	16.57186
YBR194W	12.07814
YBR195C	15.16450430835
YBR196C	964.584
YBR196C-A	3.75683
YBR196C-B	211.289
YBR197C	19.89543
YBR198C	15.4627
YBR199W	64.83026
YBR200W	21.076289
YBR200W-A	0
YBR201C-A	1.65142
YBR201W	13.34268
YBR202W	26.4751656
YBR203W	5.15044
YBR204C	12.85206
YBR205W	44.2333
YBR206W	43.477703
YBR207W	32.97772
YBR208C	17.6143
YBR209W	4.60841
YBR210W	30.309573
YBR211C	16.4012
YBR212W	19.7587
YBR213W	2.573713
YBR214W	11.08115
YBR215W	6.9042
YBR216C	14.0864
YBR217W	8.6549334
YBR218C	83.77523
YBR219C	0.431535
YBR220C	22.8673
YBR221C	186.4888
YBR221W-A	0
YBR222C	39.0841
YBR223C	5.647956
YBR223W-A	0
YBR224W	0.480096
YBR225W	8.23837
YBR226C	8.11924
YBR227C	15.3075
YBR228W	9.524071
YBR229C	37.87454
YBR230C	35.05808
YBR230W-A	6.44979
YBR231C	6.41643
YBR232C	2.02586
YBR233W	7.56579
YBR233W-A	24.0987
YBR234C	74.4227
YBR235W	17.332700251734
YBR236C	23.0468
YBR237W	6.45555
YBR238C	29.6369
YBR239C	8.52021
YBR240C	2.09515
YBR241C	8.46839
YBR242W	14.0612
YBR243C	22.02681
YBR244W	104.462
YBR245C	26.1121
YBR246W	31.1348
YBR247C	43.7032
YBR248C	39.312
YBR249C	187.9056
YBR250W	0.909265
YBR251W	15.77610901952
YBR252W	61.0567
YBR253W	25.9645
YBR254C	26.93237
YBR255C-A	13.33468
YBR255W	7.27487000311313
YBR256C	52.19412
YBR257W	12.82372
YBR258C	9.28077
YBR259W	7.19039
YBR260C	14.35312
YBR261C	48.4869017
YBR262C	34.1354
YBR263W	160.8368
YBR264C	13.968623
YBR265W	52.5719
YBR266C	1.69635e-08
YBR267W	36.9197
YBR268W	49.6519
YBR269C	29.8859
YBR270C	4.2636
YBR271W	21.3295
YBR272C	15.074326
YBR273C	22.1218651468
YBR274W	13.590724
YBR275C	12.0521
YBR276C	23.50207306
YBR277C	1.38302
YBR278W	9.58963
YBR279W	25.40392
YBR280C	7.04457121
YBR281C	17.41426
YBR282W	23.27188
YBR283C	142.5194
YBR284W	1.81555
YBR285W	2.240576
YBR286W	436.523
YBR287W	53.4478
YBR288C	20.74909
YBR289W	7.71649
YBR290W	20.1051000146047
YBR291C	11.36469
YBR292C	2.68403
YBR293W	11.2615
YBR294W	5.759
YBR295W	7.15163
YBR296C	0.76042
YBR296C-A	22.4563
YBR297W	6.55858
YBR298C	6.68158
YBR298C-A	0.6342
YBR299W	2.49252
YBR300C	1.68199
YBR301W	3.56043
YBR302C	31.9979
YCL001W	73.2478
YCL001W-A	1.41061
YCL001W-B	8.6181
YCL002C	21.59184
YCL004W	5.35144
YCL005W	15.70571
YCL005W-A	237.9541
YCL007C	0
YCL008C	10.0886
YCL009C	154.9918
YCL010C	4.86726
YCL011C	67.837
YCL012C	19.44118
YCL014W	18.3848
YCL016C	8.63479
YCL017C	58.7041
YCL018W	0
YCL019W	16.2386
YCL020W	8.27695e-08
YCL021W-A	81.9385
YCL022C	3.57959
YCL023C	1.90835
YCL024W	8.68948
YCL025C	14.4985193
YCL026C-A	1.78505
YCL026C-B	5.47323
YCL027W	11.9521
YCL028W	71.9988
YCL029C	12.29405
YCL030C	50.9175
YCL031C	54.519141
YCL032W	10.86242
YCL033C	32.504204
YCL034W	29.8824
YCL035C	72.8864
YCL036W	19.68622
YCL037C	64.8491
YCL038C	8.29333
YCL039W	6.91779
YCL040W	58.6393
YCL041C	0.713243
YCL042W	2.52936
YCL043C	510.128
YCL044C	6.809073731
YCL045C	81.238234
YCL046W	0
YCL047C	16.80644
YCL048W	0.284374
YCL048W-A	1.331
YCL049C	18.7878
YCL050C	128.27
YCL051W	13.95296
YCL052C	26.90436
YCL054W	35.81728
YCL054W-A	96.2108
YCL055W	25.4184
YCL056C	13.6467
YCL057C-A	53.2532
YCL057W	59.8702
YCL058C	2.19161
YCL058W-A	4.379290482143
YCL059C	54.5256
YCL061C	8.78629
YCL063W	16.580207
YCL064C	131.1998
YCL065W	0
YCL066W	0.0320623
YCL067C	4.93098
YCL068C	0
YCL069W	0
YCL073C	0
YCL076W	0
YCR001W	3.63347
YCR002C	53.2463
YCR003W	24.95977
YCR004C	97.306
YCR005C	47.93691
YCR006C	10.546
YCR007C	4.612513
YCR008W	37.0908
YCR009C	89.4769
YCR010C	1.07604
YCR011C	35.44925688
YCR012W	2865.77
YCR013C	0
YCR014C	6.76943
YCR015C	11.6314
YCR016W	27.2447
YCR017C	58.4143
YCR018C	43.1573
YCR018C-A	77.3831
YCR019W	9.71238
YCR020C	2.74572
YCR020C-A	36.6754
YCR020W-B	16.95204
YCR021C	14.53418
YCR022C	2.73171
YCR023C	17.5659
YCR024C	7.16954
YCR024C-A	412.927
YCR024C-B	147.227
YCR025C	2.549924
YCR026C	21.82477
YCR027C	16.31819
YCR028C	14.847009
YCR028C-A	185.3021
YCR030C	14.1179
YCR031C	2003.553
YCR032W	9.56018
YCR033W	20.1804
YCR034W	78.7152
YCR035C	36.18078
YCR036W	40.52754
YCR037C	21.4373
YCR038C	3.87652
YCR038W-A	0
YCR039C	4.93098
YCR040W	0.0320623
YCR041W	16.0759
YCR042C	12.3526
YCR043C	61.7499
YCR044C	37.1878
YCR045C	2.68509e-09
YCR045W-A	7.67528
YCR046C	43.3139
YCR047C	21.75998
YCR047W-A	0
YCR048W	30.58194
YCR049C	14.8522
YCR050C	0
YCR051W	56.6154
YCR052W	26.64125
YCR053W	205.0324
YCR054C	13.08474
YCR057C	60.5340000832443
YCR059C	35.4
YCR060W	64.073
YCR061W	13.30255
YCR063W	5.85068
YCR064C	3.2258
YCR065W	21.60294
YCR066W	7.01957
YCR067C	31.5993
YCR068W	7.68905
YCR069W	39.9421
YCR071C	28.9211
YCR072C	36.2283
YCR073C	8.06762
YCR073W-A	30.57649
YCR075C	13.2752
YCR075W-A	26.15777
YCR076C	14.089379
YCR077C	51.0189
YCR079W	12.670325
YCR081C-A	0
YCR081W	8.88476
YCR082W	99.1706
YCR083W	32.94033
YCR084C	70.7048
YCR085W	1.70656
YCR086W	11.92366
YCR087C-A	5.3062757
YCR087W	49.1454
YCR088W	84.7091
YCR089W	6.66006
YCR090C	35.52
YCR091W	2.537711
YCR092C	9.59382
YCR093W	54.0084
YCR094W	25.47261
YCR095C	11.85433
YCR095W-A	2.49851
YCR096C	13.5818
YCR097W	25.90207
YCR097W-A	0
YCR098C	1.52904
YCR099C	7.45094
YCR100C	6.57149
YCR101C	7.63742
YCR102C	6.816317
YCR102W-A	9.65212
YCR104W	0.919545
YCR105W	4.31949
YCR106W	9.17751
YCR107W	15.1856
YCR108C	0
YDL001W	9.85461
YDL002C	18.48611
YDL003W	20.8121
YDL004W	59.73254
YDL005C	11.2096
YDL006W	18.72431
YDL007C-A	0
YDL007W	73.8159
YDL008W	30.6166
YDL009C	4.31213
YDL010W	13.87362
YDL011C	9.72711
YDL012C	49.4513
YDL013W	11.2396
YDL014W	241.5523
YDL015C	128.0292
YDL016C	1.36605
YDL017W	8.42635
YDL018C	23.0016
YDL019C	21.4229
YDL020C	29.90867
YDL021W	4.19468
YDL022C-A	1.47176
YDL022W	63.7588
YDL023C	19.7821
YDL024C	1.43734
YDL025C	9.46538
YDL025W-A	0
YDL026W	3.0543
YDL027C	10.85573
YDL028C	9.78019
YDL029W	93.8831
YDL030W	9.87107
YDL031W	37.5669
YDL032W	1.40778
YDL033C	13.61545
YDL034W	20.8057
YDL035C	16.3343
YDL036C	14.5298000003063
YDL037C	41.3241
YDL039C	54.4747
YDL040C	68.0503000510783
YDL041W	0.760869
YDL042C	16.63235
YDL043C	14.94186
YDL044C	7.37241
YDL045C	19.7562
YDL045W-A	48.1064
YDL046W	89.4593
YDL047W	45.0468
YDL048C	16.8699
YDL049C	6.45171
YDL050C	37.8369
YDL051W	164.136
YDL052C	52.5461
YDL053C	26.83152
YDL054C	14.360417
YDL055C	1020.385
YDL056W	10.4296
YDL057W	4.9390842559
YDL058W	22.3442
YDL059C	5.56513
YDL060W	38.3196
YDL061C	199.289
YDL062W	18.5622
YDL063C	41.2946
YDL064W	78.36595
YDL065C	10.1374
YDL066W	131.1163
YDL067C	82.4823
YDL068W	2.94353
YDL069C	5.5104
YDL070W	34.3843
YDL071C	0.259541
YDL072C	82.9011
YDL073W	15.2795
YDL074C	29.43929
YDL075W	2029.2723
YDL076C	21.0057
YDL077C	11.7491
YDL078C	72.882
YDL079C	6.14049
YDL080C	12.852329
YDL081C	1772.872
YDL082W	789.2468
YDL083C	1617.0357
YDL084W	319.021
YDL085C-A	44.14768
YDL085W	0
YDL086C-A	14.8034000415748
YDL086W	42.159
YDL087C	10.82945
YDL088C	17.06969
YDL089W	10.65694
YDL090C	12.6905
YDL091C	8.93352
YDL092W	75.2962
YDL093W	17.4369
YDL094C	0.629948
YDL095W	136.2285
YDL096C	60.2464
YDL097C	76.1946
YDL098C	7.22156934
YDL099W	15.53731
YDL100C	174.2283
YDL101C	9.25703
YDL102W	17.5366
YDL103C	33.105
YDL104C	4.10103
YDL105W	6.28375
YDL106C	11.05431
YDL107W	6.21445
YDL108W	17.06015
YDL109C	4.91419
YDL110C	17.05101
YDL111C	66.5011
YDL112W	39.1072
YDL113C	9.713048089
YDL114W	0.183205
YDL114W-A	0
YDL115C	12.29762
YDL116W	31.2177000001239
YDL117W	19.5071
YDL118W	0
YDL119C	9.503027
YDL120W	37.5026
YDL121C	80.5921
YDL122W	36.6785
YDL123W	13.395
YDL124W	127.5365
YDL125C	174.4583
YDL126C	288.497
YDL127W	24.3968
YDL128W	49.32801
YDL129W	11.02859
YDL130W	1439.643
YDL130W-A	15.94805
YDL131W	75.3213
YDL132W	37.4793
YDL133C-A	613.905
YDL133W	16.01437
YDL134C	58.9645
YDL135C	53.8412
YDL136W	913.3585
YDL137W	101
YDL138W	7.99984
YDL139C	6.15133
YDL140C	107.015
YDL141W	23.3562
YDL142C	12.73505
YDL143W	117.4807
YDL144C	30.6603
YDL145C	134.0019
YDL146W	7.62954
YDL147W	94.7145
YDL148C	29.81058
YDL149W	5.45866
YDL150W	25.18955
YDL151C	0.525223
YDL152W	0
YDL153C	24.3053
YDL154W	3.40484
YDL155W	22.68053
YDL156W	4.68166
YDL157C	82.0487
YDL158C	0
YDL159C-B	0
YDL159W	11.29603
YDL159W-A	11.6768
YDL160C	92.3747
YDL160C-A	18.91344
YDL161W	14.14893
YDL162C	0.480519
YDL163W	0
YDL164C	21.77615
YDL165W	38.1752
YDL166C	29.0837
YDL167C	32.826443
YDL168W	54.539
YDL169C	1.193541
YDL170W	9.25843
YDL171C	103.907
YDL172C	9.50974
YDL173W	45.2906
YDL174C	22.6052
YDL175C	9.8677
YDL176W	8.037562
YDL177C	9.89897
YDL178W	24.07506
YDL179W	28.262
YDL180W	14.0096345071
YDL181W	17.02562
YDL182W	102.654591
YDL183C	4.752416
YDL184C	183.548
YDL185C-A	3.61066
YDL185W	412.247202
YDL186W	3.76337
YDL187C	0.758254
YDL188C	39.61025
YDL189W	17.2591000005675
YDL190C	29.1461
YDL191W	1734.7108
YDL192W	411.089
YDL193W	29.4889
YDL194W	6.95853
YDL195W	70.8237
YDL196W	0.577743
YDL197C	8.97172
YDL198C	29.06863
YDL199C	3.83393
YDL200C	10.3647
YDL201W	60.6114
YDL202W	22.11764
YDL203C	12.91731
YDL204W	4.46028
YDL204W-A	3.40053
YDL205C	42.12894
YDL206W	6.44963
YDL207W	13.9707
YDL208W	176.3073
YDL209C	9.57832
YDL210W	1.61965
YDL211C	5.14544
YDL212W	157.6585
YDL213C	35.9315
YDL214C	1.97127
YDL215C	16.93095
YDL216C	6.10685
YDL217C	19.7362000032214
YDL218W	2.50654
YDL219W	37.98071
YDL220C	6.13022
YDL221W	8.00194
YDL222C	2.31149
YDL223C	4.47785
YDL224C	27.963
YDL225W	23.2591129581
YDL226C	66.0996
YDL227C	30.6195
YDL228C	523.596
YDL229W	1463.791
YDL230W	10.5151
YDL231C	15.9603
YDL232W	51.7337
YDL233W	7.47191
YDL234C	13.713288
YDL235C	62.27685
YDL236W	66.9447
YDL237W	48.8352
YDL238C	6.37526
YDL239C	3.44445
YDL240C-A	6.12245
YDL240W	19.1351
YDL241W	20.13028
YDL242W	2.67074
YDL243C	7.03963
YDL244W	0.987043
YDL245C	2.90183
YDL246C	3.25895
YDL247W	5.15853
YDL247W-A	11.438
YDL248W	9.30668
YDR001C	28.7307
YDR002W	254.519
YDR003W	17.1539
YDR003W-A	11.1469
YDR004W	9.60648
YDR005C	16.06784
YDR006C	24.3831
YDR007W	32.8253
YDR008C	2.73788
YDR009W	1.833547
YDR010C	24.019
YDR011W	217.154
YDR012W	550.281
YDR013W	17.4319
YDR014W	5.42581
YDR014W-A	1.00582
YDR015C	0
YDR016C	24.46668
YDR017C	22.9375
YDR018C	1.47381
YDR019C	20.70843
YDR020C	11.0035
YDR021W	15.26167
YDR022C	6.17469
YDR023W	321.864
YDR024W	0.145034
YDR025W	1695.8618
YDR026C	10.653304
YDR027C	13.018080821
YDR028C	31.8238
YDR029W	23.9267
YDR030C	3.35596888
YDR031W	12.53943
YDR032C	96.2899
YDR033W	565.595
YDR034C	14.83114
YDR034C-A	3788.34
YDR034C-C	12.6844
YDR034C-D	12.5593
YDR034W-B	1.6288174
YDR035W	90.3578
YDR036C	19.85359
YDR037W	354.685
YDR038C	32.6261
YDR039C	37.5851
YDR040C	37.4595
YDR041W	30.8276
YDR042C	5.73321
YDR043C	13.2363
YDR044W	53.5232
YDR045C	33.24158
YDR046C	48.16876
YDR047W	44.1876
YDR048C	0
YDR049W	12.87712
YDR050C	2110.26
YDR051C	21.9675
YDR052C	14.7674
YDR053W	16.9706
YDR054C	42.0944
YDR055W	47.2401
YDR056C	70.1379
YDR057W	13.67975
YDR058C	5.87356
YDR059C	11.85894
YDR060W	65.2579524
YDR061W	20.163421
YDR062W	82.8147
YDR063W	50.2986
YDR064W	2116.662
YDR065W	8.25353
YDR066C	6.12246
YDR067C	9.80218
YDR068W	16.1778
YDR069C	9.24597
YDR070C	3.10356
YDR071C	111.1839
YDR072C	42.62468
YDR073W	21.52203
YDR074W	27.701508276
YDR075W	24.27469
YDR076W	3.44338
YDR077W	179.2975
YDR078C	7.9523
YDR079C-A	8.18679
YDR079W	26.67477
YDR080W	8.84324
YDR081C	12.3532000265736
YDR082W	6.11486
YDR083W	18.7823234
YDR084C	15.67891
YDR085C	6.99973
YDR086C	93.732
YDR087C	45.04892
YDR088C	7.05033
YDR089W	11.2625
YDR090C	15.72337
YDR091C	132.406
YDR092W	71.72536
YDR093W	34.0103
YDR094W	31.846767
YDR095C	1.69995
YDR096W	9.50597
YDR097C	21.99668
YDR098C	71.5549
YDR098C-A	211.84
YDR098C-B	74.8619
YDR099W	94.256
YDR100W	38.0785
YDR101C	88.0616
YDR102C	3.4059
YDR103W	15.7563
YDR104C	5.72127
YDR105C	22.1697
YDR106W	2.32685
YDR107C	13.32302
YDR108W	9.531029
YDR109C	9.19548
YDR110W	13.41689
YDR111C	26.9613
YDR112W	0
YDR113C	9.189
YDR114C	0.815036
YDR115W	46.8275
YDR116C	28.0699
YDR117C	18.98132
YDR118W	5.02289
YDR118W-A	5.11435
YDR119W	59.45183
YDR119W-A	5.64356
YDR120C	44.25106
YDR121W	21.3546
YDR122W	19.6492
YDR123C	8.89349
YDR124W	4.61982
YDR125C	3.69671
YDR126W	7.700222
YDR127W	67.0375
YDR128W	21.9454
YDR129C	105.6622
YDR130C	7.66746
YDR131C	6.67224
YDR132C	9.10754
YDR133C	152.6763
YDR135C	75.1626
YDR136C	0.798714
YDR137W	14.3856
YDR138W	13.9394
YDR139C	92.5986
YDR140W	26.433354
YDR141C	23.293
YDR142C	14.68805
YDR143C	28.2795
YDR144C	50.8394
YDR145W	20.23892
YDR146C	14.0143
YDR147W	12.27637
YDR148C	40.8361
YDR149C	10.9324
YDR150W	27.0868
YDR151C	24.8116
YDR152W	58.2666
YDR153C	22.4811
YDR154C	1380.557
YDR155C	0.0103105
YDR156W	126.152
YDR157W	3.6293
YDR158W	251.72
YDR159W	12.6133
YDR160W	8.656
YDR161W	43.6631
YDR162C	10.35756
YDR163W	9.23395
YDR164C	18.31739
YDR165W	52.7475
YDR166C	12.6818
YDR167W	16.89578
YDR168W	44.3777
YDR169C	10.52396
YDR169C-A	34.5849
YDR170C	64.2296
YDR170W-A	6.70514
YDR171W	10.1427
YDR172W	119.9186
YDR173C	8.19294
YDR174W	124.7209
YDR175C	20.98373
YDR176W	12.57456
YDR177W	54.9832
YDR178W	18.510938
YDR179C	4.74175
YDR179W-A	8.43806
YDR180W	12.2338
YDR181C	9.58784
YDR182W	38.3734
YDR182W-A	0.5352
YDR183C-A	1.12242
YDR183W	10.18204
YDR184C	24.75991
YDR185C	11.91756
YDR186C	22.7111
YDR187C	19.2905
YDR188W	130.6835
YDR189W	33.240800000603
YDR190C	67.5482
YDR191W	6.30688
YDR192C	12.2842115733
YDR193W	0.000279276
YDR194C	58.9729
YDR194W-A	0
YDR195W	6.84925
YDR196C	24.59954
YDR197W	12.70826
YDR198C	13.02074
YDR199W	3.87476
YDR200C	9.58499
YDR201W	17.94375
YDR202C	12.7106
YDR203W	9.93189
YDR204W	20.6162
YDR205W	13.1718
YDR206W	23.0612
YDR207C	7.13789
YDR208W	25.0759
YDR209C	50.6564
YDR210C-C	6.72883
YDR210C-D	28.9603
